"Code","CodeType","NewCode","Deficit"
"M05.439","ICD10","M05439","Arthritis"
"M05.441","ICD10","M05441","Arthritis"
"M05.442","ICD10","M05442","Arthritis"
"M05.451","ICD10","M05451","Arthritis"
"M05.452","ICD10","M05452","Arthritis"
"M05.459","ICD10","M05459","Arthritis"
"M05.461","ICD10","M05461","Arthritis"
"M05.462","ICD10","M05462","Arthritis"
"M05.469","ICD10","M05469","Arthritis"
"M05.471","ICD10","M05471","Arthritis"
"M05.472","ICD10","M05472","Arthritis"
"M05.479","ICD10","M05479","Arthritis"
"M05.49","ICD10","M0549","Arthritis"
"M05.50","ICD10","M0550","Arthritis"
"M05.511","ICD10","M05511","Arthritis"
"M05.512","ICD10","M05512","Arthritis"
"M05.519","ICD10","M05519","Arthritis"
"M05.521","ICD10","M05521","Arthritis"
"M05.522","ICD10","M05522","Arthritis"
"M05.529","ICD10","M05529","Arthritis"
"M05.531","ICD10","M05531","Arthritis"
"M05.532","ICD10","M05532","Arthritis"
"M05.539","ICD10","M05539","Arthritis"
"M05.541","ICD10","M05541","Arthritis"
"M05.542","ICD10","M05542","Arthritis"
"M05.549","ICD10","M05549","Arthritis"
"M05.551","ICD10","M05551","Arthritis"
"M05.552","ICD10","M05552","Arthritis"
"M05.559","ICD10","M05559","Arthritis"
"M05.561","ICD10","M05561","Arthritis"
"M05.562","ICD10","M05562","Arthritis"
"M05.569","ICD10","M05569","Arthritis"
"M05.571","ICD10","M05571","Arthritis"
"M05.572","ICD10","M05572","Arthritis"
"M05.579","ICD10","M05579","Arthritis"
"M05.59","ICD10","M0559","Arthritis"
"M05.60","ICD10","M0560","Arthritis"
"M05.611","ICD10","M05611","Arthritis"
"M05.612","ICD10","M05612","Arthritis"
"M05.619","ICD10","M05619","Arthritis"
"M05.621","ICD10","M05621","Arthritis"
"M05.622","ICD10","M05622","Arthritis"
"M05.629","ICD10","M05629","Arthritis"
"M05.631","ICD10","M05631","Arthritis"
"M05.632","ICD10","M05632","Arthritis"
"M05.639","ICD10","M05639","Arthritis"
"M05.641","ICD10","M05641","Arthritis"
"M05.642","ICD10","M05642","Arthritis"
"M05.649","ICD10","M05649","Arthritis"
"M05.651","ICD10","M05651","Arthritis"
"M05.652","ICD10","M05652","Arthritis"
"M05.659","ICD10","M05659","Arthritis"
"M05.661","ICD10","M05661","Arthritis"
"M05.662","ICD10","M05662","Arthritis"
"M05.669","ICD10","M05669","Arthritis"
"M05.671","ICD10","M05671","Arthritis"
"M05.672","ICD10","M05672","Arthritis"
"M05.679","ICD10","M05679","Arthritis"
"M05.69","ICD10","M0569","Arthritis"
"M05.70","ICD10","M0570","Arthritis"
"M05.711","ICD10","M05711","Arthritis"
"M05.712","ICD10","M05712","Arthritis"
"M05.719","ICD10","M05719","Arthritis"
"M05.721","ICD10","M05721","Arthritis"
"M05.722","ICD10","M05722","Arthritis"
"M05.729","ICD10","M05729","Arthritis"
"M05.731","ICD10","M05731","Arthritis"
"M05.732","ICD10","M05732","Arthritis"
"M05.739","ICD10","M05739","Arthritis"
"M05.741","ICD10","M05741","Arthritis"
"M05.742","ICD10","M05742","Arthritis"
"M05.749","ICD10","M05749","Arthritis"
"M05.751","ICD10","M05751","Arthritis"
"M05.752","ICD10","M05752","Arthritis"
"M05.759","ICD10","M05759","Arthritis"
"M05.761","ICD10","M05761","Arthritis"
"M05.762","ICD10","M05762","Arthritis"
"M05.769","ICD10","M05769","Arthritis"
"M05.771","ICD10","M05771","Arthritis"
"M05.772","ICD10","M05772","Arthritis"
"M05.779","ICD10","M05779","Arthritis"
"M05.79","ICD10","M0579","Arthritis"
"M05.829","ICD10","M05829","Arthritis"
"M05.819","ICD10","M05819","Arthritis"
"M05.871","ICD10","M05871","Arthritis"
"M05.852","ICD10","M05852","Arthritis"
"M05.89","ICD10","M0589","Arthritis"
"M05.869","ICD10","M05869","Arthritis"
"M05.8A","ICD10","M058A","Arthritis"
"M05.822","ICD10","M05822","Arthritis"
"M05.879","ICD10","M05879","Arthritis"
"M05.841","ICD10","M05841","Arthritis"
"M05.872","ICD10","M05872","Arthritis"
"M05.842","ICD10","M05842","Arthritis"
"M05.80","ICD10","M0580","Arthritis"
"M05.831","ICD10","M05831","Arthritis"
"M05.851","ICD10","M05851","Arthritis"
"M05.849","ICD10","M05849","Arthritis"
"M05.839","ICD10","M05839","Arthritis"
"M05.832","ICD10","M05832","Arthritis"
"M05.812","ICD10","M05812","Arthritis"
"M05.859","ICD10","M05859","Arthritis"
"M05.862","ICD10","M05862","Arthritis"
"M05.811","ICD10","M05811","Arthritis"
"M05.821","ICD10","M05821","Arthritis"
"M05.861","ICD10","M05861","Arthritis"
"M05.80","ICD10","M0580","Arthritis"
"M05.811","ICD10","M05811","Arthritis"
"M05.812","ICD10","M05812","Arthritis"
"M05.819","ICD10","M05819","Arthritis"
"M05.821","ICD10","M05821","Arthritis"
"M05.822","ICD10","M05822","Arthritis"
"M05.829","ICD10","M05829","Arthritis"
"M05.831","ICD10","M05831","Arthritis"
"M05.832","ICD10","M05832","Arthritis"
"M05.839","ICD10","M05839","Arthritis"
"M05.841","ICD10","M05841","Arthritis"
"M05.842","ICD10","M05842","Arthritis"
"M05.849","ICD10","M05849","Arthritis"
"M05.851","ICD10","M05851","Arthritis"
"M05.852","ICD10","M05852","Arthritis"
"M05.859","ICD10","M05859","Arthritis"
"M05.861","ICD10","M05861","Arthritis"
"M05.862","ICD10","M05862","Arthritis"
"M05.869","ICD10","M05869","Arthritis"
"M05.871","ICD10","M05871","Arthritis"
"M05.872","ICD10","M05872","Arthritis"
"M05.879","ICD10","M05879","Arthritis"
"M05.89","ICD10","M0589","Arthritis"
"M05.9","ICD10","M059","Arthritis"
"M06.272","ICD10","M06272","Arthritis"
"M06.371","ICD10","M06371","Arthritis"
"M06.311","ICD10","M06311","Arthritis"
"M06.349","ICD10","M06349","Arthritis"
"M06.819","ICD10","M06819","Arthritis"
"M06.872","ICD10","M06872","Arthritis"
"M06.372","ICD10","M06372","Arthritis"
"M06.89","ICD10","M0689","Arthritis"
"M06.261","ICD10","M06261","Arthritis"
"M06.222","ICD10","M06222","Arthritis"
"M06.322","ICD10","M06322","Arthritis"
"M06.28","ICD10","M0628","Arthritis"
"M06.38","ICD10","M0638","Arthritis"
"M06.839","ICD10","M06839","Arthritis"
"M06.80","ICD10","M0680","Arthritis"
"M06.4","ICD10","M064","Arthritis"
"M06.251","ICD10","M06251","Arthritis"
"M06.00","ICD10","M0600","Arthritis"
"M06.39","ICD10","M0639","Arthritis"
"M06.069","ICD10","M06069","Arthritis"
"M06.811","ICD10","M06811","Arthritis"
"M06.259","ICD10","M06259","Arthritis"
"M06.211","ICD10","M06211","Arthritis"
"M06.319","ICD10","M06319","Arthritis"
"M06.332","ICD10","M06332","Arthritis"
"M06.821","ICD10","M06821","Arthritis"
"M06.359","ICD10","M06359","Arthritis"
"M06.052","ICD10","M06052","Arthritis"
"M06.369","ICD10","M06369","Arthritis"
"M06.88","ICD10","M0688","Arthritis"
"M06.212","ICD10","M06212","Arthritis"
"M06.049","ICD10","M06049","Arthritis"
"M06.0A","ICD10","M060A","Arthritis"
"M06.229","ICD10","M06229","Arthritis"
"M06.051","ICD10","M06051","Arthritis"
"M06.021","ICD10","M06021","Arthritis"
"M06.822","ICD10","M06822","Arthritis"
"M06.032","ICD10","M06032","Arthritis"
"M06.331","ICD10","M06331","Arthritis"
"M06.271","ICD10","M06271","Arthritis"
"M06.861","ICD10","M06861","Arthritis"
"M06.20","ICD10","M0620","Arthritis"
"M06.339","ICD10","M06339","Arthritis"
"M06.842","ICD10","M06842","Arthritis"
"M06.351","ICD10","M06351","Arthritis"
"M06.341","ICD10","M06341","Arthritis"
"M06.879","ICD10","M06879","Arthritis"
"M06.269","ICD10","M06269","Arthritis"
"M06.29","ICD10","M0629","Arthritis"
"M06.1","ICD10","M061","Arthritis"
"M06.061","ICD10","M06061","Arthritis"
"M06.072","ICD10","M06072","Arthritis"
"M06.029","ICD10","M06029","Arthritis"
"M06.832","ICD10","M06832","Arthritis"
"M06.062","ICD10","M06062","Arthritis"
"M06.239","ICD10","M06239","Arthritis"
"M06.8A","ICD10","M068A","Arthritis"
"M06.011","ICD10","M06011","Arthritis"
"M06.071","ICD10","M06071","Arthritis"
"M06.812","ICD10","M06812","Arthritis"
"M06.279","ICD10","M06279","Arthritis"
"M06.231","ICD10","M06231","Arthritis"
"M06.869","ICD10","M06869","Arthritis"
"M06.851","ICD10","M06851","Arthritis"
"M06.249","ICD10","M06249","Arthritis"
"M06.871","ICD10","M06871","Arthritis"
"M06.379","ICD10","M06379","Arthritis"
"M06.361","ICD10","M06361","Arthritis"
"M06.041","ICD10","M06041","Arthritis"
"M06.30","ICD10","M0630","Arthritis"
"M06.042","ICD10","M06042","Arthritis"
"M06.862","ICD10","M06862","Arthritis"
"M06.221","ICD10","M06221","Arthritis"
"M06.829","ICD10","M06829","Arthritis"
"M06.242","ICD10","M06242","Arthritis"
"M06.262","ICD10","M06262","Arthritis"
"M06.852","ICD10","M06852","Arthritis"
"M06.08","ICD10","M0608","Arthritis"
"M06.039","ICD10","M06039","Arthritis"
"M06.352","ICD10","M06352","Arthritis"
"M06.329","ICD10","M06329","Arthritis"
"M06.019","ICD10","M06019","Arthritis"
"M06.059","ICD10","M06059","Arthritis"
"M06.9","ICD10","M069","Arthritis"
"M06.252","ICD10","M06252","Arthritis"
"M06.841","ICD10","M06841","Arthritis"
"M06.321","ICD10","M06321","Arthritis"
"M06.849","ICD10","M06849","Arthritis"
"M06.012","ICD10","M06012","Arthritis"
"M06.022","ICD10","M06022","Arthritis"
"M06.859","ICD10","M06859","Arthritis"
"M06.362","ICD10","M06362","Arthritis"
"M06.342","ICD10","M06342","Arthritis"
"M06.241","ICD10","M06241","Arthritis"
"M06.031","ICD10","M06031","Arthritis"
"M06.219","ICD10","M06219","Arthritis"
"M06.232","ICD10","M06232","Arthritis"
"M06.09","ICD10","M0609","Arthritis"
"M06.312","ICD10","M06312","Arthritis"
"M06.831","ICD10","M06831","Arthritis"
"M06.079","ICD10","M06079","Arthritis"
"M06.00","ICD10","M0600","Arthritis"
"M06.069","ICD10","M06069","Arthritis"
"M06.052","ICD10","M06052","Arthritis"
"M06.049","ICD10","M06049","Arthritis"
"M06.0A","ICD10","M060A","Arthritis"
"M06.051","ICD10","M06051","Arthritis"
"M06.021","ICD10","M06021","Arthritis"
"M06.032","ICD10","M06032","Arthritis"
"M06.061","ICD10","M06061","Arthritis"
"M06.072","ICD10","M06072","Arthritis"
"M06.029","ICD10","M06029","Arthritis"
"M06.062","ICD10","M06062","Arthritis"
"M06.011","ICD10","M06011","Arthritis"
"M06.071","ICD10","M06071","Arthritis"
"M06.041","ICD10","M06041","Arthritis"
"M06.042","ICD10","M06042","Arthritis"
"M06.08","ICD10","M0608","Arthritis"
"M06.039","ICD10","M06039","Arthritis"
"M06.019","ICD10","M06019","Arthritis"
"M06.059","ICD10","M06059","Arthritis"
"M06.012","ICD10","M06012","Arthritis"
"M06.022","ICD10","M06022","Arthritis"
"M06.031","ICD10","M06031","Arthritis"
"M06.09","ICD10","M0609","Arthritis"
"M06.079","ICD10","M06079","Arthritis"
"M06.00","ICD10","M0600","Arthritis"
"M06.011","ICD10","M06011","Arthritis"
"M06.012","ICD10","M06012","Arthritis"
"M06.019","ICD10","M06019","Arthritis"
"M06.021","ICD10","M06021","Arthritis"
"M06.022","ICD10","M06022","Arthritis"
"M06.029","ICD10","M06029","Arthritis"
"M06.031","ICD10","M06031","Arthritis"
"M06.032","ICD10","M06032","Arthritis"
"M06.039","ICD10","M06039","Arthritis"
"M06.041","ICD10","M06041","Arthritis"
"M06.042","ICD10","M06042","Arthritis"
"M06.049","ICD10","M06049","Arthritis"
"M06.051","ICD10","M06051","Arthritis"
"M06.052","ICD10","M06052","Arthritis"
"M06.059","ICD10","M06059","Arthritis"
"M06.061","ICD10","M06061","Arthritis"
"M06.062","ICD10","M06062","Arthritis"
"M06.069","ICD10","M06069","Arthritis"
"M06.071","ICD10","M06071","Arthritis"
"M06.072","ICD10","M06072","Arthritis"
"M06.079","ICD10","M06079","Arthritis"
"M06.08","ICD10","M0608","Arthritis"
"M06.09","ICD10","M0609","Arthritis"
"M06.1","ICD10","M061","Arthritis"
"M06.272","ICD10","M06272","Arthritis"
"M06.261","ICD10","M06261","Arthritis"
"M06.222","ICD10","M06222","Arthritis"
"M06.28","ICD10","M0628","Arthritis"
"M06.251","ICD10","M06251","Arthritis"
"M06.259","ICD10","M06259","Arthritis"
"M06.211","ICD10","M06211","Arthritis"
"M06.212","ICD10","M06212","Arthritis"
"M06.229","ICD10","M06229","Arthritis"
"M06.271","ICD10","M06271","Arthritis"
"M06.20","ICD10","M0620","Arthritis"
"M06.269","ICD10","M06269","Arthritis"
"M06.29","ICD10","M0629","Arthritis"
"M06.239","ICD10","M06239","Arthritis"
"M06.279","ICD10","M06279","Arthritis"
"M06.231","ICD10","M06231","Arthritis"
"M06.249","ICD10","M06249","Arthritis"
"M06.221","ICD10","M06221","Arthritis"
"M06.242","ICD10","M06242","Arthritis"
"M06.262","ICD10","M06262","Arthritis"
"M06.252","ICD10","M06252","Arthritis"
"M06.241","ICD10","M06241","Arthritis"
"M06.219","ICD10","M06219","Arthritis"
"M06.232","ICD10","M06232","Arthritis"
"M06.371","ICD10","M06371","Arthritis"
"M06.311","ICD10","M06311","Arthritis"
"M06.349","ICD10","M06349","Arthritis"
"M06.372","ICD10","M06372","Arthritis"
"M06.322","ICD10","M06322","Arthritis"
"M06.38","ICD10","M0638","Arthritis"
"M06.39","ICD10","M0639","Arthritis"
"M06.319","ICD10","M06319","Arthritis"
"M06.332","ICD10","M06332","Arthritis"
"M06.359","ICD10","M06359","Arthritis"
"M06.369","ICD10","M06369","Arthritis"
"M06.331","ICD10","M06331","Arthritis"
"M06.339","ICD10","M06339","Arthritis"
"M06.351","ICD10","M06351","Arthritis"
"M06.341","ICD10","M06341","Arthritis"
"M06.379","ICD10","M06379","Arthritis"
"M06.361","ICD10","M06361","Arthritis"
"M06.30","ICD10","M0630","Arthritis"
"M06.352","ICD10","M06352","Arthritis"
"M06.329","ICD10","M06329","Arthritis"
"M06.321","ICD10","M06321","Arthritis"
"M06.362","ICD10","M06362","Arthritis"
"M06.342","ICD10","M06342","Arthritis"
"M06.312","ICD10","M06312","Arthritis"
"M06.30","ICD10","M0630","Arthritis"
"M06.311","ICD10","M06311","Arthritis"
"M06.312","ICD10","M06312","Arthritis"
"M06.319","ICD10","M06319","Arthritis"
"M06.321","ICD10","M06321","Arthritis"
"M06.322","ICD10","M06322","Arthritis"
"M06.329","ICD10","M06329","Arthritis"
"M06.331","ICD10","M06331","Arthritis"
"M06.332","ICD10","M06332","Arthritis"
"M06.339","ICD10","M06339","Arthritis"
"M06.341","ICD10","M06341","Arthritis"
"M06.342","ICD10","M06342","Arthritis"
"M06.349","ICD10","M06349","Arthritis"
"M06.351","ICD10","M06351","Arthritis"
"M06.352","ICD10","M06352","Arthritis"
"M06.359","ICD10","M06359","Arthritis"
"M06.361","ICD10","M06361","Arthritis"
"M06.362","ICD10","M06362","Arthritis"
"M06.369","ICD10","M06369","Arthritis"
"M06.371","ICD10","M06371","Arthritis"
"M06.372","ICD10","M06372","Arthritis"
"M06.379","ICD10","M06379","Arthritis"
"M06.38","ICD10","M0638","Arthritis"
"M06.39","ICD10","M0639","Arthritis"
"M06.4","ICD10","M064","Arthritis"
"M06.819","ICD10","M06819","Arthritis"
"M06.872","ICD10","M06872","Arthritis"
"M06.89","ICD10","M0689","Arthritis"
"M06.839","ICD10","M06839","Arthritis"
"M06.80","ICD10","M0680","Arthritis"
"M06.811","ICD10","M06811","Arthritis"
"M06.821","ICD10","M06821","Arthritis"
"M06.88","ICD10","M0688","Arthritis"
"M06.822","ICD10","M06822","Arthritis"
"M06.861","ICD10","M06861","Arthritis"
"M06.842","ICD10","M06842","Arthritis"
"M06.879","ICD10","M06879","Arthritis"
"M06.832","ICD10","M06832","Arthritis"
"M06.8A","ICD10","M068A","Arthritis"
"M06.812","ICD10","M06812","Arthritis"
"M06.869","ICD10","M06869","Arthritis"
"M06.851","ICD10","M06851","Arthritis"
"M06.871","ICD10","M06871","Arthritis"
"M06.862","ICD10","M06862","Arthritis"
"M06.829","ICD10","M06829","Arthritis"
"M06.852","ICD10","M06852","Arthritis"
"M06.841","ICD10","M06841","Arthritis"
"M06.849","ICD10","M06849","Arthritis"
"M06.859","ICD10","M06859","Arthritis"
"M06.831","ICD10","M06831","Arthritis"
"M06.80","ICD10","M0680","Arthritis"
"M06.811","ICD10","M06811","Arthritis"
"M06.812","ICD10","M06812","Arthritis"
"M06.819","ICD10","M06819","Arthritis"
"M06.821","ICD10","M06821","Arthritis"
"M06.822","ICD10","M06822","Arthritis"
"M06.829","ICD10","M06829","Arthritis"
"M06.831","ICD10","M06831","Arthritis"
"M06.832","ICD10","M06832","Arthritis"
"M06.839","ICD10","M06839","Arthritis"
"M06.841","ICD10","M06841","Arthritis"
"M06.842","ICD10","M06842","Arthritis"
"M06.849","ICD10","M06849","Arthritis"
"M06.851","ICD10","M06851","Arthritis"
"M06.852","ICD10","M06852","Arthritis"
"M06.859","ICD10","M06859","Arthritis"
"M06.861","ICD10","M06861","Arthritis"
"M06.862","ICD10","M06862","Arthritis"
"M06.869","ICD10","M06869","Arthritis"
"M06.871","ICD10","M06871","Arthritis"
"M06.872","ICD10","M06872","Arthritis"
"M06.879","ICD10","M06879","Arthritis"
"M06.88","ICD10","M0688","Arthritis"
"M06.89","ICD10","M0689","Arthritis"
"M06.9","ICD10","M069","Arthritis"
"M07.60","ICD10","M0760","Arthritis"
"M07.611","ICD10","M07611","Arthritis"
"M07.612","ICD10","M07612","Arthritis"
"M07.619","ICD10","M07619","Arthritis"
"M07.621","ICD10","M07621","Arthritis"
"M07.622","ICD10","M07622","Arthritis"
"M07.629","ICD10","M07629","Arthritis"
"M07.631","ICD10","M07631","Arthritis"
"M07.632","ICD10","M07632","Arthritis"
"M07.639","ICD10","M07639","Arthritis"
"M07.641","ICD10","M07641","Arthritis"
"M07.642","ICD10","M07642","Arthritis"
"M07.649","ICD10","M07649","Arthritis"
"M07.651","ICD10","M07651","Arthritis"
"M07.652","ICD10","M07652","Arthritis"
"M07.659","ICD10","M07659","Arthritis"
"M07.661","ICD10","M07661","Arthritis"
"M07.662","ICD10","M07662","Arthritis"
"M07.669","ICD10","M07669","Arthritis"
"M07.671","ICD10","M07671","Arthritis"
"M07.672","ICD10","M07672","Arthritis"
"M07.679","ICD10","M07679","Arthritis"
"M07.68","ICD10","M0768","Arthritis"
"M07.69","ICD10","M0769","Arthritis"
"M10.031","ICD10","M10031","Arthritis"
"M10.172","ICD10","M10172","Arthritis"
"M10.08","ICD10","M1008","Arthritis"
"M10.111","ICD10","M10111","Arthritis"
"M10.159","ICD10","M10159","Arthritis"
"M10.222","ICD10","M10222","Arthritis"
"M10.061","ICD10","M10061","Arthritis"
"M10.9","ICD10","M109","Arthritis"
"M10.429","ICD10","M10429","Arthritis"
"M10.459","ICD10","M10459","Arthritis"
"M10.062","ICD10","M10062","Arthritis"
"M10.141","ICD10","M10141","Arthritis"
"M10.269","ICD10","M10269","Arthritis"
"M10.451","ICD10","M10451","Arthritis"
"M10.162","ICD10","M10162","Arthritis"
"M10.051","ICD10","M10051","Arthritis"
"M10.19","ICD10","M1019","Arthritis"
"M10.121","ICD10","M10121","Arthritis"
"M10.169","ICD10","M10169","Arthritis"
"M10.422","ICD10","M10422","Arthritis"
"M10.239","ICD10","M10239","Arthritis"
"M10.321","ICD10","M10321","Arthritis"
"M10.171","ICD10","M10171","Arthritis"
"M10.432","ICD10","M10432","Arthritis"
"M10.152","ICD10","M10152","Arthritis"
"M10.339","ICD10","M10339","Arthritis"
"M10.011","ICD10","M10011","Arthritis"
"M10.059","ICD10","M10059","Arthritis"
"M10.28","ICD10","M1028","Arthritis"
"M10.131","ICD10","M10131","Arthritis"
"M10.039","ICD10","M10039","Arthritis"
"M10.372","ICD10","M10372","Arthritis"
"M10.361","ICD10","M10361","Arthritis"
"M10.012","ICD10","M10012","Arthritis"
"M10.412","ICD10","M10412","Arthritis"
"M10.371","ICD10","M10371","Arthritis"
"M10.251","ICD10","M10251","Arthritis"
"M10.331","ICD10","M10331","Arthritis"
"M10.469","ICD10","M10469","Arthritis"
"M10.322","ICD10","M10322","Arthritis"
"M10.071","ICD10","M10071","Arthritis"
"M10.242","ICD10","M10242","Arthritis"
"M10.379","ICD10","M10379","Arthritis"
"M10.149","ICD10","M10149","Arthritis"
"M10.479","ICD10","M10479","Arthritis"
"M10.029","ICD10","M10029","Arthritis"
"M10.139","ICD10","M10139","Arthritis"
"M10.461","ICD10","M10461","Arthritis"
"M10.349","ICD10","M10349","Arthritis"
"M10.252","ICD10","M10252","Arthritis"
"M10.10","ICD10","M1010","Arthritis"
"M10.351","ICD10","M10351","Arthritis"
"M10.09","ICD10","M1009","Arthritis"
"M10.229","ICD10","M10229","Arthritis"
"M10.311","ICD10","M10311","Arthritis"
"M10.129","ICD10","M10129","Arthritis"
"M10.069","ICD10","M10069","Arthritis"
"M10.341","ICD10","M10341","Arthritis"
"M10.272","ICD10","M10272","Arthritis"
"M10.231","ICD10","M10231","Arthritis"
"M10.18","ICD10","M1018","Arthritis"
"M10.212","ICD10","M10212","Arthritis"
"M10.119","ICD10","M10119","Arthritis"
"M10.112","ICD10","M10112","Arthritis"
"M10.30","ICD10","M1030","Arthritis"
"M10.369","ICD10","M10369","Arthritis"
"M10.132","ICD10","M10132","Arthritis"
"M10.022","ICD10","M10022","Arthritis"
"M10.161","ICD10","M10161","Arthritis"
"M10.019","ICD10","M10019","Arthritis"
"M10.40","ICD10","M1040","Arthritis"
"M10.452","ICD10","M10452","Arthritis"
"M10.442","ICD10","M10442","Arthritis"
"M10.312","ICD10","M10312","Arthritis"
"M10.39","ICD10","M1039","Arthritis"
"M10.411","ICD10","M10411","Arthritis"
"M10.241","ICD10","M10241","Arthritis"
"M10.232","ICD10","M10232","Arthritis"
"M10.049","ICD10","M10049","Arthritis"
"M10.342","ICD10","M10342","Arthritis"
"M10.279","ICD10","M10279","Arthritis"
"M10.29","ICD10","M1029","Arthritis"
"M10.441","ICD10","M10441","Arthritis"
"M10.48","ICD10","M1048","Arthritis"
"M10.332","ICD10","M10332","Arthritis"
"M10.329","ICD10","M10329","Arthritis"
"M10.471","ICD10","M10471","Arthritis"
"M10.021","ICD10","M10021","Arthritis"
"M10.079","ICD10","M10079","Arthritis"
"M10.221","ICD10","M10221","Arthritis"
"M10.041","ICD10","M10041","Arthritis"
"M10.032","ICD10","M10032","Arthritis"
"M10.271","ICD10","M10271","Arthritis"
"M10.449","ICD10","M10449","Arthritis"
"M10.142","ICD10","M10142","Arthritis"
"M10.262","ICD10","M10262","Arthritis"
"M10.219","ICD10","M10219","Arthritis"
"M10.49","ICD10","M1049","Arthritis"
"M10.122","ICD10","M10122","Arthritis"
"M10.179","ICD10","M10179","Arthritis"
"M10.249","ICD10","M10249","Arthritis"
"M10.419","ICD10","M10419","Arthritis"
"M10.052","ICD10","M10052","Arthritis"
"M10.362","ICD10","M10362","Arthritis"
"M10.472","ICD10","M10472","Arthritis"
"M10.042","ICD10","M10042","Arthritis"
"M10.261","ICD10","M10261","Arthritis"
"M10.072","ICD10","M10072","Arthritis"
"M10.352","ICD10","M10352","Arthritis"
"M10.00","ICD10","M1000","Arthritis"
"M10.211","ICD10","M10211","Arthritis"
"M10.38","ICD10","M1038","Arthritis"
"M10.151","ICD10","M10151","Arthritis"
"M10.421","ICD10","M10421","Arthritis"
"M10.431","ICD10","M10431","Arthritis"
"M10.462","ICD10","M10462","Arthritis"
"M10.439","ICD10","M10439","Arthritis"
"M10.259","ICD10","M10259","Arthritis"
"M10.20","ICD10","M1020","Arthritis"
"M10.359","ICD10","M10359","Arthritis"
"M10.319","ICD10","M10319","Arthritis"
"M10.00","ICD10","M1000","Arthritis"
"M10.011","ICD10","M10011","Arthritis"
"M10.012","ICD10","M10012","Arthritis"
"M10.019","ICD10","M10019","Arthritis"
"M10.021","ICD10","M10021","Arthritis"
"M10.022","ICD10","M10022","Arthritis"
"M10.029","ICD10","M10029","Arthritis"
"M10.031","ICD10","M10031","Arthritis"
"M10.032","ICD10","M10032","Arthritis"
"M10.039","ICD10","M10039","Arthritis"
"M10.041","ICD10","M10041","Arthritis"
"M10.042","ICD10","M10042","Arthritis"
"M10.049","ICD10","M10049","Arthritis"
"M10.051","ICD10","M10051","Arthritis"
"M10.052","ICD10","M10052","Arthritis"
"M10.059","ICD10","M10059","Arthritis"
"M10.061","ICD10","M10061","Arthritis"
"M10.062","ICD10","M10062","Arthritis"
"M10.069","ICD10","M10069","Arthritis"
"M10.071","ICD10","M10071","Arthritis"
"M10.072","ICD10","M10072","Arthritis"
"M10.079","ICD10","M10079","Arthritis"
"M10.08","ICD10","M1008","Arthritis"
"M10.09","ICD10","M1009","Arthritis"
"M10.10","ICD10","M1010","Arthritis"
"M10.111","ICD10","M10111","Arthritis"
"M10.112","ICD10","M10112","Arthritis"
"M10.119","ICD10","M10119","Arthritis"
"M10.121","ICD10","M10121","Arthritis"
"M10.122","ICD10","M10122","Arthritis"
"M10.129","ICD10","M10129","Arthritis"
"M10.131","ICD10","M10131","Arthritis"
"M10.132","ICD10","M10132","Arthritis"
"M10.139","ICD10","M10139","Arthritis"
"M10.141","ICD10","M10141","Arthritis"
"M10.142","ICD10","M10142","Arthritis"
"M10.149","ICD10","M10149","Arthritis"
"M10.151","ICD10","M10151","Arthritis"
"M10.152","ICD10","M10152","Arthritis"
"M10.159","ICD10","M10159","Arthritis"
"M10.161","ICD10","M10161","Arthritis"
"M10.162","ICD10","M10162","Arthritis"
"M10.169","ICD10","M10169","Arthritis"
"M10.171","ICD10","M10171","Arthritis"
"M10.172","ICD10","M10172","Arthritis"
"M10.179","ICD10","M10179","Arthritis"
"M10.18","ICD10","M1018","Arthritis"
"M10.19","ICD10","M1019","Arthritis"
"M10.20","ICD10","M1020","Arthritis"
"M10.211","ICD10","M10211","Arthritis"
"M10.212","ICD10","M10212","Arthritis"
"M10.219","ICD10","M10219","Arthritis"
"M10.221","ICD10","M10221","Arthritis"
"M10.222","ICD10","M10222","Arthritis"
"M10.229","ICD10","M10229","Arthritis"
"M10.231","ICD10","M10231","Arthritis"
"M10.232","ICD10","M10232","Arthritis"
"M10.239","ICD10","M10239","Arthritis"
"M10.241","ICD10","M10241","Arthritis"
"M10.242","ICD10","M10242","Arthritis"
"M10.249","ICD10","M10249","Arthritis"
"M10.251","ICD10","M10251","Arthritis"
"M10.252","ICD10","M10252","Arthritis"
"M10.259","ICD10","M10259","Arthritis"
"M10.261","ICD10","M10261","Arthritis"
"M10.262","ICD10","M10262","Arthritis"
"M10.269","ICD10","M10269","Arthritis"
"M10.271","ICD10","M10271","Arthritis"
"M10.272","ICD10","M10272","Arthritis"
"M10.279","ICD10","M10279","Arthritis"
"M10.28","ICD10","M1028","Arthritis"
"M10.29","ICD10","M1029","Arthritis"
"M10.30","ICD10","M1030","Arthritis"
"M10.311","ICD10","M10311","Arthritis"
"M10.312","ICD10","M10312","Arthritis"
"M10.319","ICD10","M10319","Arthritis"
"M10.321","ICD10","M10321","Arthritis"
"M10.322","ICD10","M10322","Arthritis"
"M10.329","ICD10","M10329","Arthritis"
"M10.331","ICD10","M10331","Arthritis"
"M10.332","ICD10","M10332","Arthritis"
"M10.339","ICD10","M10339","Arthritis"
"M10.341","ICD10","M10341","Arthritis"
"M10.342","ICD10","M10342","Arthritis"
"M10.349","ICD10","M10349","Arthritis"
"M10.351","ICD10","M10351","Arthritis"
